Strike,Ticker,Bid,Ask,Last,IVM,Volm
23,VIXW 3/4/20 C23,0.170000017,0.5,0.330000043,145.5983734,10
24,VIXW 3/4/20 C24,0.159999967,0.49000001,0.350000024,154.1016541,6
26,VIXW 3/4/20 C26,0.059999999,0.400000036,0.25,157.8613281,4
37.5,VIXW 3/4/20 C37.5,0,0.220000029,0.100000024,227.2789001,1
11,VIXW 3/10/20 C11,4,5.119999886,7,201.8496552,5
13.5,VIXW 3/10/20 C13.5,2.170000076,2.900000572,2.699999809,148.0120087,1
14,VIXW 3/10/20 C14,1.930000305,2.550000191,2.5,143.4127045,15
14.5,VIXW 3/10/20 C14.5,1.75,2.319999695,2.319999695,143.8116608,12
15,VIXW 3/10/20 C15,1.56000042,2.079999924,1.949999809,142.3730927,3
16,VIXW 3/10/20 C16,1.340000153,1.659999847,1.590000153,143.5964813,27
17,VIXW 3/10/20 C17,0.99000001,1.390000343,1.25,141.5722504,1
18,VIXW 3/10/20 C18,0.790000021,1.170000076,1.159999847,143.0110626,2
19,VIXW 3/10/20 C19,0.699999988,0.899999976,0.75,143.6949158,2
20,VIXW 3/10/20 C20,0.550000012,0.879999995,0.730000019,149.5094757,17
21,VIXW 3/10/20 C21,0.449999988,0.779999971,0.649999976,152.3246002,10
25,VIXW 3/10/20 C25,0.189999998,0.5,0.400000036,160.878952,1
29,VIXW 3/10/20 C29,0.059999999,0.370000005,0.199999988,169.2205048,1
30,VIXW 3/10/20 C30,0.050000001,0.350000024,0.199999988,172.359024,1
10,VIX 3/18/20 C10,5.400000572,5.699999809,5.600000381,0,101
11,VIX 3/18/20 C11,4.599999428,4.699999809,4.470000267,69.73284149,11
12,VIX 3/18/20 C12,3.699999809,3.800000191,3.699999809,70.49477386,60
12.5,VIX 3/18/20 C12.5,3.300000191,3.400000572,3.300000191,72.72431946,3
13,VIX 3/18/20 C13,2.949999809,3.100000381,2.949999809,78.21529388,76
13.5,VIX 3/18/20 C13.5,2.650000572,2.75,2.650000572,80.39746857,10
14,VIX 3/18/20 C14,2.400000572,2.449999809,2.409999847,83.56328583,578
14.5,VIX 3/18/20 C14.5,2.150000572,2.25,2.150000572,87.58450317,139
15,VIX 3/18/20 C15,1.949999809,2,1.960000038,89.7874527,1277
16,VIX 3/18/20 C16,1.600000381,1.649999619,1.600000381,95.33522034,1413
17,VIX 3/18/20 C17,1.300000191,1.399999619,1.350000381,100.2728653,1496
18,VIX 3/18/20 C18,1.099999428,1.149999619,1.119999886,104.3324203,1391
19,VIX 3/18/20 C19,0.949999988,1,0.949999988,109.7734756,329
20,VIX 3/18/20 C20,0.800000012,0.850000024,0.819999993,112.9847183,997
21,VIX 3/18/20 C21,0.699999988,0.75,0.699999988,117.4215851,3742
22,VIX 3/18/20 C22,0.600000024,0.649999976,0.620000005,120.3221359,14787
23,VIX 3/18/20 C23,0.5,0.550000012,0.550000012,121.7309036,764
24,VIX 3/18/20 C24,0.449999988,0.5,0.5,125.7606812,65015
25,VIX 3/18/20 C25,0.399999976,0.449999988,0.420000017,128.8969879,6738
26,VIX 3/18/20 C26,0.349999964,0.400000036,0.350000024,131.166748,30
27,VIX 3/18/20 C27,0.300000012,0.350000024,0.319999993,132.5524902,1801
29,VIX 3/18/20 C29,0.25,0.300000012,0.270000041,138.5482025,7894
30,VIX 3/18/20 C30,0.199999988,0.300000012,0.220000029,140.7732086,234
32.5,VIX 3/18/20 C32.5,0.149999976,0.25,0.199999988,145.9213867,2889
35,VIX 3/18/20 C35,0.100000024,0.199999988,0.120000005,148.2597504,111
37.5,VIX 3/18/20 C37.5,0.100000024,0.149999976,0.120000005,152.7319183,11500
40,VIX 3/18/20 C40,0.050000001,0.149999976,0.100000024,155.459137,60
45,VIX 3/18/20 C45,0.050000001,0.100000024,0.100000024,163.1513824,1
14,VIXW 3/25/20 C14,2.449999809,2.890000343,2.350000381,94.3743515,6
14.5,VIXW 3/25/20 C14.5,2,2.619999886,2.569999695,89.70819855,10
16,VIXW 3/25/20 C16,1.699999809,2,1.980000496,100.8694,2
19,VIXW 3/25/20 C19,1,1.270000458,1.100000381,110.5496826,9
24,VIXW 3/25/20 C24,0.389999986,0.699999988,0.699999988,121.2322006,10
10,VIX 4/15/20 C10,6.300000191,6.400000572,6.300000191,65.9541626,20
11,VIX 4/15/20 C11,5.300000191,5.399999619,5.400000572,54.14344406,6
12,VIX 4/15/20 C12,4.400000572,4.5,4.5,56.78110123,7
13,VIX 4/15/20 C13,3.600000381,3.800000191,3.699999809,62.87596893,28
14,VIX 4/15/20 C14,3,3.199999809,3.199999809,68.85120392,45
15,VIX 4/15/20 C15,2.550000191,2.650000572,2.600000381,73.25370789,86
16,VIX 4/15/20 C16,2.149999619,2.199999809,2.199999809,76.39597321,67
17,VIX 4/15/20 C17,1.800000191,1.899999619,1.850000381,80.0664978,89
18,VIX 4/15/20 C18,1.549999237,1.600000381,1.600000381,82.99120331,67
20,VIX 4/15/20 C20,1.149999619,1.199999809,1.149999619,88.62256622,108
21,VIX 4/15/20 C21,1,1.050000191,1.010000229,91.13285828,110
22,VIX 4/15/20 C22,0.850000024,0.949999988,0.899999976,93.49316406,8
23,VIX 4/15/20 C23,0.75,0.850000024,0.790000021,95.95306396,1067
24,VIX 4/15/20 C24,0.699999988,0.75,0.699999988,98.74893951,10
25,VIX 4/15/20 C25,0.600000024,0.649999976,0.649999976,99.50930786,93
27,VIX 4/15/20 C27,0.449999988,0.550000012,0.5,102.8959427,75
28,VIX 4/15/20 C28,0.400000036,0.5,0.449999988,104.4685516,20
30,VIX 4/15/20 C30,0.349999964,0.399999976,0.400000036,107.8770981,318
37.5,VIX 4/15/20 C37.5,0.150000036,0.25,0.25,117.240242,220
40,VIX 4/15/20 C40,0.150000036,0.199999988,0.150000036,120.8593903,51
42.5,VIX 4/15/20 C42.5,0.099999964,0.150000036,0.150000036,119.8035583,1
60,VIX 4/15/20 C60,0.050000001,0.100000024,0.050000001,140.9742584,150
65,VIX 4/15/20 C65,0,0.050000001,0.050000001,140.2995453,22
